input_text,target_text
English: pan | German: Pfanne | Dutch: pan | Swedish: panna,panne
English: hawk | German: Habicht | Dutch: havik | Swedish: hök,hafuc
English: think | German: dünken | Dutch: dunken | Swedish: tycka,þyncan
English: crow | German: Krähe | Dutch: kraai,crāwe
English: sleep | German: schlafen | Dutch: slapen,slǣpan
English: fordeem | Dutch: verdoemen | Swedish: fördöma,fordēman
German: zaubern | Dutch: toveren,*tēafrian
English: wold | German: Wald | Dutch: woud | Swedish: vall,weald
English: cleft | German: Kluft | Dutch: klucht | Swedish: klyft,ġeclyft
English: veksel | German: Wechsel | Dutch: wissel | Swedish: växel,wrixl
German: drohen | Swedish: trå,þrēawian
English: sop | German: Supfe | Dutch: soep | Swedish: soppa,soppe
English: bough | German: Bug | Dutch: boeg | Swedish: bog,bōg
English: forfare | German: verfahren | Dutch: vervaren,forfaran
German: singrün | Dutch: zenegroen | Swedish: sinngrön,singrēne
German: gaumen | Dutch: gomen | Swedish: gömma,ġīeman
English: sley | German: Schlag | Dutch: slag | Swedish: slag,sleġe
English: rid | Swedish: röja,āryddan
English: bay | German: beugen | Swedish: böja,bīeġan
English: beadle | German: Büttel | Dutch: beul | Swedish: bödel,bydel
English: rith | German: Riede | Dutch: riet,rīþ
English: staddle | German: Stadel | Dutch: staal,staþul
English: feal | Dutch: velen | Swedish: fjöla,fēolan
German: rennen | Dutch: rennen | Swedish: ränna,*rennan
English: milds | German: Melde | Dutch: melde | Swedish: målla,melde
English: athel | German: edel | Dutch: edel | Swedish: ädel,æþele
German: Göttin | Dutch: godin | Swedish: gudinna,gyden
English: hemp | German: Hanf | Dutch: hennep | Swedish: hampa,henep
English: atheling | Dutch: edeling | Swedish: ädling,æþeling
English: Welsh | German: welsch | Dutch: Wels | Swedish: välsk,wǣlisċ
German: Falke | Dutch: valk | Swedish: falk,*fealca
English: sole | German: Seil | Dutch: zeel,sāl
English: cringe | German: krängen | Dutch: krengen,*crenġan
English: lean | German: leinen | Dutch: leunen | Swedish: läna,hlǣnan
English: drench | German: tränken | Dutch: drenken | Swedish: dränka,drenċan
English: spread | German: spreiten | Dutch: spreiden | Swedish: sprida,sprǣdan
German: First | Dutch: verste,first
German: misslich | Dutch: misselijk,mislīċ
English: sour | German: sauer | Dutch: zuur | Swedish: sur,sūr
German: hunt | Dutch: hond,hund
English: whistle | Dutch: wistelen | Swedish: vissla,hwistlian
German: Wittum | Dutch: weem,wituma
English: fisher | German: Fischer | Dutch: visser | Swedish: fiskare,fisċere
German: Dechsel | Dutch: dissel | Swedish: tängsla,*þeoxle
English: spur | German: Sporn | Dutch: spoor | Swedish: sporre,spura
English: ail | German: ekeln,eġlan
English: tallow | German: Talg | Dutch: talg | Swedish: talg,tælg
English: rat | German: Ratte | Dutch: rat,rætt
English: thing | German: dingen | Dutch: dingen | Swedish: tinga,þingian
English: starve | German: sterben | Dutch: sterven,steorfan
English: worry | German: würgen | Dutch: wurgen,wyrġan
English: now | German: nun | Dutch: nou | Swedish: nu,nū
English: thee | German: gedeihen | Dutch: dijen,þīon
English: pound | German: Pfund | Dutch: pond | Swedish: pund,pund
English: bead | German: Bet,bed
English: old | German: oll | Dutch: oud,eald
English: forth | German: fort | Dutch: voort | Swedish: fort,forþ
English: reek | German: riechen | Dutch: ruiken | Swedish: ryka,rēocan
English: foul | German: faul | Dutch: vuil | Swedish: ful,fūl
English: thrutch | German: drücken | Dutch: drukken | Swedish: trycka,þryċċan
English: grind | Dutch: grinden,grindan
English: tail | German: Zagel | Dutch: teil | Swedish: tagel,tæġl
English: saddle | German: Sattel | Dutch: zadel | Swedish: sadel,sadol
English: ivy | German: Efeu,īfiġ
English: month | German: Monat | Dutch: maand | Swedish: månad,mōnaþ
English: scathe | German: schaden | Dutch: schaden | Swedish: skada,sċeaþian
English: unworth | German: unwert | Dutch: onwaard,unweorþ
English: awn | German: Agen | Swedish: agn,agnu
English: word | German: Wort | Dutch: woord | Swedish: ord,word
English: blate | German: blöde | Dutch: blood | Swedish: blöd,blēaþ
English: lede | German: Leute | Dutch: lieden,lēod
English: stang | German: Stange | Dutch: stang | Swedish: stång,stenġ
English: yarn | German: Garn | Dutch: garen | Swedish: garn,ġearn
German: friedlos | Dutch: vredeloos | Swedish: fredlös,friþlēas
English: ash | German: Asche | Dutch: as | Swedish: aska,æsċe
English: next | German: nächster | Dutch: naast | Swedish: näst,nīehsta
English: bull | German: Bulle | Dutch: bul | Swedish: bulla,bula
English: besit | German: besitzen | Dutch: bezitten | Swedish: besitta,besittan
English: wort | German: Wurz | Swedish: ört,wyrt
English: bring | German: bringen | Dutch: brengen | Swedish: bringa,bringan
English: hoop | Dutch: hoep,hōp
English: cheap | German: kaufen | Dutch: kapen | Swedish: köpa,ċēapian
English: hole | Dutch: hol | Swedish: hål,hol
English: shink | German: schenken | Dutch: schenken | Swedish: skänka,sċenċan
English: read | Dutch: reden | Swedish: reda,rǣdan
German: Sucht | Dutch: zucht | Swedish: sot,suht
German: gründen | Swedish: grynna,gryndan
English: reave | German: rauben | Dutch: roven | Swedish: rova,rēafian
English: tough | German: zähe | Dutch: taai | Swedish: tuff,tōh
English: blake | German: bleich | Dutch: bleek | Swedish: blek,blāc
English: chitterling | Dutch: kuit | Swedish: kut,*ċēoter
English: ere | German: eher | Dutch: eer,ǣr
English: find | German: finden | Dutch: vinden | Swedish: finna,findan
English: suck | Dutch: zuiken,sūcan
English: ingang | German: Eingang | Dutch: ingang | Swedish: ingång,ingang
English: northern | Swedish: norran,norþerne
English: cove | German: Koben | Dutch: koof | Swedish: kova,cofa
English: harns | German: Hirn | Dutch: hersens | Swedish: hjärna,hærn
English: sceat | German: Schatz | Dutch: schat | Swedish: skatt,sċeatt
English: time | Swedish: timme,tīma
English: Odense | Swedish: vi,wēoh
English: horse | German: Ross | Dutch: ros | Swedish: hors,hors
English: foal | Dutch: vool | Swedish: fåle,fola
English: elbow | German: Ellenboge | Dutch: elleboog | Swedish: almboge,elnboga
Dutch: vacht | Swedish: fätt,feht
English: loan | German: Lehen | Dutch: leen | Swedish: län,lǣn
German: wricken | Dutch: wrikken,wrigian
English: dross | Dutch: droes,drōs
English: flesh | German: Fleisch | Dutch: vlees | Swedish: fläsk,flǣsċ
German: Sieg | Dutch: zege | Swedish: seger,sigor
English: agive | German: ergeben,āġiefan
German: genesen | Dutch: genezen,ġenesan
English: stare | German: starren | Dutch: staren,starian
English: thunder | German: donnern | Dutch: donderen | Swedish: dundra,þunrian
English: hie | German: hechen | Dutch: hijgen | Swedish: hicka,hīgian
English: -ling | German: -ling | Dutch: -ling | Swedish: -ling,-ling
English: help | German: Hilfe | Dutch: help | Swedish: hjälp,help
English: think | German: denken | Dutch: denken | Swedish: tänka,þenċan
English: cling | Dutch: klingen,clingan
English: black | German: blach | Dutch: blak,blæc
English: edge | Dutch: eggen,eċġian
German: Zoch | Dutch: teug | Swedish: tåg,tyġe
English: tharf | German: derb | Dutch: derf | Swedish: kärv,þeorf
English: toe | German: Zehe | Dutch: teen | Swedish: tå,tā
English: follow | German: folgen | Dutch: volgen,folgian
English: buck | German: Bock | Dutch: bok | Swedish: bock,bucc
English: herd | German: Hirte | Dutch: herde | Swedish: herde,hierde
English: first | German: Fürst | Dutch: vorst | Swedish: först,fyrest
English: reek | German: Rauch | Dutch: rook | Swedish: rök,rēc
English: slike | German: schleichen,*slīcan
English: woad | German: Waid | Dutch: wede | Swedish: vejde,wād
English: share | German: Schar | Dutch: schare | Swedish: skara,sċaru
English: sharp | German: scharf | Dutch: scherp | Swedish: skarp,sċarp
English: side | German: Seite | Dutch: zijde | Swedish: sida,sīde
English: saw | German: Säge | Dutch: zaag | Swedish: såg,sagu
English: care | German: Karfreitag | Dutch: kaar,caru
English: frith | German: Friede | Dutch: vrede | Swedish: fred,friþ
English: sword | German: Schwert | Dutch: zwaard | Swedish: svärd,sweord
English: bright | German: Bert | Dutch: Brecht | Swedish: bjärt,beorht
English: hare | German: Hase | Dutch: haas | Swedish: hare,hara
English: lofe | German: Lob | Dutch: lof | Swedish: lov,lof
English: half | German: halb | Dutch: half | Swedish: halv,healf
English: sooth | Swedish: sann,sōþ
English: sneeze | German: pfnausen | Dutch: fniezen | Swedish: fnysa,fnēosan
German: reißen | Dutch: rijten | Swedish: rita,*hrītan
English: wife | German: Weib | Dutch: wijf | Swedish: viv,wīf
English: barn | Dutch: baren | Swedish: barn,bearn
German: verteilen | Dutch: verdelen,fordǣlan
English: -ward | Swedish: -vart,-weard
German: flechten | Dutch: vlechten | Swedish: fläta,fleohtan
English: mood | German: Muth | Dutch: moed | Swedish: mod,mōd
English: toga | German: Zog | Dutch: hertog | Swedish: tig,toga
English: ward | German: Wart,weard
English: sorrow | German: Sorge | Dutch: zorg | Swedish: sorg,sorg
English: out | German: aus | Dutch: uit | Swedish: ut,ūt
English: mere | German: Meer | Dutch: meer | Swedish: mar-,mere
English: bill | German: Bille | Dutch: bil | Swedish: bila,bill
German: schälen | Dutch: schillen,*sciellan
English: climb | German: klimmen | Dutch: klimmen,climban
English: snow | German: Schnee | Dutch: sneeuw | Swedish: snö,snāw
English: erf | German: Erbe | Dutch: erf,ierfe
English: rout | Dutch: ruiten,hrūtan
German: dürfen | Dutch: durven | Swedish: torva,þurfan
English: field | German: Feld | Dutch: veld | Swedish: fält,feld
English: bist | German: bist | Dutch: bis,bist
German: ehren | Dutch: eren,ārian
English: knife | German: Kneip | Dutch: knijf | Swedish: knif,cnīf
English: wealh | German: Walchen | Dutch: Waal,wealh
German: Amt | Dutch: ambacht | Swedish: ämbete,ambeht
English: lay | German: legen | Dutch: leggen | Swedish: lägga,leċġan
English: milk | Swedish: mjölka,meolcian
English: blink | German: blinken | Dutch: blinken | Swedish: blinka,*blincan
English: staff | German: Stab | Dutch: staaf | Swedish: stab,stæf
English: dream | German: träumen | Dutch: dromen | Swedish: drömma,drīeman
English: ninth | German: neunte | Dutch: negende | Swedish: nionde,niġoþa
English: agnail | German: eng | Dutch: eng,ange
English: hean | German: höhnen | Dutch: honen,hīenan
English: frame | German: framen | Dutch: frame | Swedish: främja,fremman
English: neat | Dutch: noot | Swedish: nöt,nēat
English: beadhook | Swedish: böd,badu
English: meal | German: Mahl | Dutch: maal | Swedish: mål,mǣl
English: angle | German: Angel | Dutch: angel,angel
English: song | German: Song | Dutch: song | Swedish: sång,sang
English: blossom | Dutch: bloesem | Swedish: blomster,blōstma
German: täuben | Dutch: doven | Swedish: döva,dīefan
German: Heer | Dutch: heer | Swedish: här,here
English: gape | German: gaffen | Dutch: gapen | Swedish: gapa,*gapian
English: yet | German: jetzt | Dutch: ooit,ġīet
English: note | German: nieten | Dutch: nijten | Swedish: nita,hnītan
English: bridegroom | German: Bräutigam | Dutch: bruidegom | Swedish: brudgum,brydguma
English: stair | Dutch: steiger,stǣġer
English: string | German: String | Dutch: string | Swedish: sträng,streng
English: blend | German: Blendling | Swedish: blanda,blandan
English: weer | German: wahr | Dutch: waar | Swedish: allvar,wǣr
English: fuck | Dutch: fokken | Swedish: fokka,*fuccian
English: smart | German: schmerzen | Dutch: smarten | Swedish: smärta,*smeortan
English: geld | German: galt | Dutch: geld | Swedish: gall,ġelde
English: fall | German: fallen | Dutch: vallen | Swedish: falla,feallan
German: unhold | Dutch: onhoud,unhold
English: neve | German: Neffe | Dutch: neef,nefa
German: entfliehen | Dutch: ontvlieden | Swedish: undfly,ōþflēon
English: beath | Dutch: betten,bæþþan
English: sheath | German: Scheide | Dutch: schede | Swedish: sked,sċēaþ
English: mete | German: messen | Dutch: meten | Swedish: mäta,metan
English: mean | German: mein | Dutch: gemeen,mān
English: tear | German: zehren | Swedish: tära,teran
English: want | Swedish: vand,wand
English: hungry | German: hungrig | Dutch: hongerig | Swedish: hungrig,hungreġ
English: sore | German: sehr | Dutch: zeer | Swedish: sår,sār
English: lode | German: Leite | Dutch: lei | Swedish: lejd,lād
English: bush | German: Busch | Dutch: bos | Swedish: buske,bysċ
German: Streit | Dutch: strijd | Swedish: strid,strīþ
English: shire | German: schier | Dutch: schier | Swedish: skir,sċīr
German: hagen | Dutch: hagen,*hagian
English: waw | German: wagen | Dutch: wagen | Swedish: våga,wagian
English: gold | German: Gold | Dutch: goud | Swedish: gull,gold
English: addle | German: Adel | Dutch: aal | Swedish: adel,adel
English: God's house | German: Gotteshaus | Dutch: godshuis,*godhūs
English: morning gift | German: Morgengabe | Dutch: morgengave | Swedish: morgongåva,morgenġiefu
English: honey | German: Honig | Dutch: honig,huniġ
English: speak | German: sprechen | Dutch: spreken,sprecan
English: gang | German: Gang | Dutch: gang | Swedish: gång,gang
English: rot | German: rotten | Dutch: rotten | Swedish: rutten,rotian
English: dree | Swedish: dryg,*drēog
English: spit | Swedish: speta,spitu
English: hood | German: Hut | Dutch: hoed,hōd
English: sitch | Swedish: sik,sīċ
English: bet | German: bass | Dutch: bet,bet
English: ape | German: Affe | Dutch: aap | Swedish: apa,apa
German: unkundig | Dutch: onkundig | Swedish: okunnig,uncȳþiġ
English: leather | German: Leder | Dutch: leer | Swedish: läder,leþer
English: rood | German: Rute | Dutch: roede,rōd
English: twitter | German: zwitzern | Dutch: twitteren | Swedish: kvittra,*twiterian
English: fill | German: füllen | Dutch: vullen | Swedish: fylla,fyllan
English: rip | German: rupfen | Dutch: roppen | Swedish: rubba,*ruppian
English: swerve | German: schwirbeln | Dutch: zwerven | Swedish: svärva,sweorfan
English: lake | German: Lake | Dutch: laak | Swedish: lake,lacu
German: Antlitz | Swedish: anlete,andwlita
English: bladder | German: Blatter | Dutch: blaar | Swedish: bläddra,blǣdre
English: -th | German: -d | Dutch: -d | Swedish: -d,-þ
English: fele | German: viel | Dutch: veel,fela
English: filch | Swedish: fylka,fylċan
English: cliff | German: Kliff | Dutch: klif,clif
English: teend | Swedish: tända,tendan
English: keel | German: kühlen | Dutch: koelen | Swedish: kyla,cœ̄lan
English: yive | German: geben | Dutch: geven | Swedish: giva,ġiefan
English: naam | German: Nahme,nǣm
English: cleat | German: Klöten | Dutch: kloot | Swedish: klot,*clēat
English: seethe | German: sieden | Dutch: zieden | Swedish: sjuda,sēoþan
English: drift | German: Drift | Dutch: drift | Swedish: drift,*drift
English: scry | German: schreien | Dutch: schriën | Swedish: skria,sċrēon
English: blow | German: blühen | Dutch: bloeien,blōwan
English: milch | German: melk,melc
German: schliefen | Dutch: sluipen,slūpan
English: bethink | German: bedenken | Dutch: bedenken,beþenċan
English: needle | German: Nadel | Dutch: naald | Swedish: nål,nǣdl
English: bigg | Swedish: bjugg,bēow
German: Ader | Dutch: ader | Swedish: åder,ǣdre
German: fahnden | Dutch: vanden | Swedish: fan,fandian
English: tooth | German: Zahn | Dutch: tand | Swedish: tand,tōþ
English: soothe | Swedish: sanna,sōþian
English: side | Dutch: zijd | Swedish: sid,sīd
English: tether | German: Zieter | Dutch: tuier | Swedish: tjuder,*tēoder
English: unweather | German: Unwetter | Dutch: onweder | Swedish: oväder,unweder
English: cot | Dutch: kot,cot
English: through | German: Drauch(e),þrūh
English: hit | Dutch: hitten | Swedish: hitta,hittan
English: birr | Swedish: bör,byre
English: eat | German: Aas | Dutch: aat,ǣt
English: snout | German: Schnute | Dutch: snuit,*snūt
English: beleave | Dutch: bleven,belǣfan
English: let | German: letzen | Dutch: letten | Swedish: lättjas,lettan
English: creep | German: kraufen | Dutch: kruipen | Swedish: krypa,crēopan
English: yonder | Dutch: ginder,ġeonre
English: roof | German: Roof | Dutch: roef | Swedish: ruff,hrōf
English: elf | German: Alb | Dutch: alf | Swedish: älva,ielf
English: snite | German: schneuzen | Dutch: snuiten | Swedish: snyta,snȳtan
English: hill | German: hüllen | Dutch: hullen | Swedish: hölja,hyllan
English: mighty | German: mächtig | Dutch: machtig | Swedish: mäktig,mihtiġ
English: snot | German: Schnodder | Dutch: snot,*snott
English: stork | German: Storch | Dutch: stork | Swedish: stork,storc
English: rush | German: rauschen | Dutch: ruisen,*rūsċian
English: blench | German: blenken,blenċan
English: breech | German: Bruch | Dutch: broek | Swedish: brok,brōc
English: haunt | German: heimsen | Dutch: hanteren | Swedish: hämta,hāmettan
English: folk | German: Volk | Dutch: volk | Swedish: folk,folc
English: knell | German: knüllen | Swedish: knulla,cnyllan
English: best | German: beste | Dutch: best | Swedish: bäst,betest
English: stem | German: stemmen | Dutch: stemmen | Swedish: stämma,*stemman
English: outgang | German: Ausgang | Dutch: uitgang | Swedish: utgång,ūtgang
German: Nase | Dutch: naas | Swedish: nos,nasu
English: ankle | German: Enkel | Dutch: enkel | Swedish: ankel,*ancol
English: loam | German: Lehm | Dutch: leem,lām
English: grave | German: graben | Dutch: graven | Swedish: grava,grafan
English: seath | Swedish: söd,sēaþ
English: fat | German: Fass | Dutch: vat | Swedish: fat,fæt
English: foryield | German: vergelten | Dutch: vergelden,forġieldan
English: wholesome | German: heilsam | Dutch: heilzaam,*hālsum
German: raufen | Dutch: ropen,rīepan
English: pod | German: Patt | Swedish: pade,pād
German: Ahle | Dutch: aal,āl
English: heat | German: heizen | Dutch: heten,hǣtan
English: feal | German: feil | Dutch: veil,fǣle
English: hang | German: hängen | Dutch: hangen | Swedish: hänga,hōn
English: mash | German: Mischmasch | Swedish: mäsk,*māsċ
English: deer | German: Tier | Dutch: dier | Swedish: djur,dēor
English: belive | German: bleiben | Dutch: blijven | Swedish: bliva,belīfan
English: mirk | Swedish: mörk,mirce
English: fish | German: fischen | Dutch: vissen | Swedish: fiska,fiscian
English: crook | Swedish: krok,*crōc
German: -ze | Dutch: ge- -te,-ett
German: Achse | Dutch: as,eax
English: manifold | Swedish: mångfalda,manigfealdian
English: wrack | German: Rache | Dutch: wraak,wrǣc
English: trow | German: trauen | Dutch: trouwen | Swedish: trygga,trēowan
English: steen | German: steinen | Dutch: stenen | Swedish: stena,stǣnan
English: sun | German: Sonne | Dutch: zon | Swedish: sunna,sunne
English: beet | German: büßen | Dutch: boeten | Swedish: böta,bētan
English: fill | German: Fülle | Swedish: fylle,fyllu
English: tind | German: Zind | Swedish: tinne,tind
English: argh | German: arg | Dutch: erg | Swedish: arg,earg
English: moor | German: Moor | Dutch: moer,mōr
English: sink | German: sinken | Dutch: zinken | Swedish: sjunka,sincan
English: wit | German: Witz | Dutch: wit | Swedish: vits,witt
English: pluck | German: pflocken | Swedish: plocka,ploccian
English: teen | Swedish: tyn,tēon
English: wrath | Dutch: wreed | Swedish: vred,wrāþ
English: shipman | German: Schiffmann,sċipmann
English: bier | German: Bahre | Dutch: baar | Swedish: bår,bēr
English: wale | Swedish: val,walu
English: in | Swedish: in,in
English: colt | Swedish: kult,colt
English: ready | Dutch: gereden | Swedish: greja,ġerǣdan
English: rook | German: Ruch | Dutch: roek | Swedish: råka,hrōc
German: Hahn | Dutch: haan | Swedish: hane,hana
English: roe | German: Reh | Dutch: ree | Swedish: rå,rāha
English: spell | German: spellen | Dutch: spellen,spellian
English: woodmarch | German: Merk,meriċi
English: snood | Dutch: sneu | Swedish: snod,snōd
English: man | German: Mann | Dutch: man | Swedish: man,mann
English: claw | Dutch: klauw,clawu
English: eath | Dutch: ode,īeþe
English: riff | Dutch: rif,hrif
English: till | German: zielen | Dutch: telen,tilian
English: well | German: Welle | Dutch: wel | Swedish: väl,wælle
English: waist | Swedish: växt,*wæhst
English: lime | German: leimen | Dutch: lijmen | Swedish: limma,līman
English: fledge | German: flügge | Dutch: vlug | Swedish: flygg,*flyċġ
German: Zorn | Dutch: toorn,torn
English: hoarse | German: heiser | Dutch: hees | Swedish: hes,hās
English: hirn | Swedish: hörna,hyrne
German: zeichnen | Dutch: tekenen | Swedish: teckna,tǣcnan
English: wrixle | German: wechseln | Dutch: wisselen | Swedish: växla,*wixlian
English: yawn | German: gähnen,ġinian
English: crane | German: Kran | Dutch: kraan | Swedish: kran,cran
English: work | German: Werk | Dutch: werk | Swedish: verk,weorc
English: ship | German: Schiff | Dutch: schip | Swedish: skepp,sċip
English: turd | German: Zort | Dutch: tort,tord
English: forwerp | German: verwerfen | Dutch: verwerpen,forweorpan
English: soot | Dutch: zoet | Swedish: sot,sōt
English: almighty | German: allmächtig | Dutch: almachtig | Swedish: allsmäktig,ælmeahtiġ
German: Wülpe | Swedish: Ylva,wylf
English: dreep | German: triefen | Dutch: druipen | Swedish: drypa,drēopan
German: Acht | Dutch: acht,ōht
English: wretch | German: Recke,wræċċa
English: lain | German: leugnen | Dutch: loochenen,līegnan
English: loose | German: los | Dutch: loos | Swedish: lös,lēas
English: ben | Swedish: bön,bēn
English: weasel | German: Wiesel | Dutch: wezel | Swedish: vessla,weosule
English: gander | German: Ganter | Dutch: gander | Swedish: gasse,ganra
German: schlaufen | Dutch: slopen,slīepan
English: forworth | Dutch: verworden,forweorþan
English: ale | Dutch: aal | Swedish: öl,ealu
English: earl | Swedish: järl,eorl
German: Schwieger | Dutch: zweger,sweġer
English: mean | German: gemein | Dutch: gemeen | Swedish: gemen,ġemǣne
English: sleet | German: Schloße,*slīete
English: overlay | German: überlegen | Dutch: overleggen | Swedish: överlägga,oferlecgan
English: set | Dutch: zet,set
English: holy | German: heilig | Dutch: heilig | Swedish: helig,hāliġ
English: swear | German: Schwur | Swedish: svar,swaru
English: meet | German: entmuten | Dutch: moeten | Swedish: möta,mētan
English: bode | Dutch: boden | Swedish: båda,bodian
English: mereswine | German: Meerschwein | Dutch: meerzwijn | Swedish: marsvin,mereswīn
English: fly | German: fliegen | Dutch: vliegen | Swedish: flyga,flēogan
Dutch: menigte | Swedish: mängd,menigdu
English: auger | German: Näber | Dutch: avegaar | Swedish: navar,nafugār
English: weed | German: Wat | Dutch: gewaad | Swedish: våd,wǣd
English: tree | German: Affolter | Dutch: teer | Swedish: trä,trēow
English: stem | German: Stamm | Dutch: stam,stemn
English: crum | German: Krume | Dutch: kruim | Swedish: kråm,*crūma
German: vertragen | Dutch: verdragen,*fordragan
English: unright | German: unrecht | Dutch: onrecht | Swedish: orätt,unriht
English: bottom | German: Boden | Dutch: bottom | Swedish: botten,bodan
English: clack | Dutch: klakken,*clacian
English: shameless | German: schamlos | Swedish: skamlös,sċamlēas
English: lease | German: lesen | Dutch: lezen | Swedish: läsa,lesan
English: timber | German: zimmern | Swedish: timra,timbrian
English: hate | German: hassen | Dutch: haten | Swedish: hata,hatian
German: Schnur | Dutch: snaar,snoru
German: locken | Dutch: lokken | Swedish: locka,*loccian
English: lit | Swedish: let,wlite
English: far | Dutch: ver | Swedish: fjärran,feorr
English: on | German: an | Dutch: aan | Swedish: å,an
English: storm | German: Sturm | Dutch: storm | Swedish: storm,storm
English: retch | German: geruhen | Dutch: roeken,rēċan
English: overwax | German: überwachsen | Dutch: overwassen,oferweaxan
English: broth | German: Brod,broþ
English: drowse | German: dräuschen | Dutch: druisen | Swedish: drösa,drēosan
English: tongue | German: Zunge | Dutch: tong | Swedish: tunga,tunge
English: alder | German: Erle | Dutch: els | Swedish: al,alor
German: ungewiss | Dutch: onwis,unġewiss
English: nap | German: Noppe | Dutch: nop | Swedish: noppa,hnoppa
English: hip | German: Hüfte | Dutch: heup | Swedish: höft,hype
English: yoke | German: jochen | Dutch: jukken,ġeocian
English: glide | German: gleiten | Dutch: glijden | Swedish: glida,glīdan
English: lind | German: Linde | Dutch: linde | Swedish: lind,lind
English: hunger | German: hungern | Swedish: hungra,*hungrian
English: woollen | German: wollen | Dutch: wollen | Swedish: yllen,wyllen
English: pad | German: Padde | Dutch: pad | Swedish: padda,padde
English: fell | German: fällen | Dutch: vellen | Swedish: fälla,fiellan
English: dead | German: tot | Dutch: dood | Swedish: död,dēad
English: nap | German: napfezen | Swedish: nappa,hnappian
English: acreman | German: Ackermann,æcermann
German: Reiher | Dutch: reiger | Swedish: häger,hrāgra
English: handle | German: händeln | Dutch: handelen | Swedish: handla,handlian
German: saugen | Dutch: zuigen | Swedish: suga,sūgan
English: birch | German: Birke | Dutch: berk,bierċe
English: withy | Dutch: wisse | Swedish: vidja,wiþþe
English: speer | German: spüren | Dutch: speuren | Swedish: spörja,spyrian
German: Ehre | Dutch: eer | Swedish: ära,ār
German: Farm | Swedish: farm,fearm
English: swan | German: Schwan | Dutch: zwaan | Swedish: svan,swan
English: snell | German: schnell | Dutch: snel | Swedish: snäll,snel
English: scythe | Dutch: zicht,sigþe
Dutch: beuren | Swedish: börja,byrian
German: Brautlauf | Dutch: bruiloft | Swedish: bröllop,brȳdhlop
English: loud | German: laut | Dutch: luid,hlūd
English: blank | German: blank | Dutch: blank | Swedish: blank,blanc
English: sweet | German: süßen | Dutch: zoeten | Swedish: söta,swētan
English: tumb | German: taumeln | Dutch: tuimelen,tumbian
German: Milz | Dutch: milt | Swedish: mjälte,milt
English: wargus | Dutch: warg | Swedish: varg,wearg
German: Elbe | Swedish: älv,Ælf
English: seldom | German: selten | Dutch: zelden | Swedish: sällan,seldan
English: dunt | Swedish: dunt,dynt
Dutch: pong | Swedish: pung,pung
English: come | German: kommen | Dutch: komen | Swedish: komma,cuman
English: gild | Dutch: vergulden,*gyldan
German: Meineid | Dutch: meineed | Swedish: mened,mānāþ
German: Fußspur | Dutch: voetspoor | Swedish: fotspår,fōtspor
English: pool | German: Pool | Dutch: poel | Swedish: pool,pōl
English: swith | German: geschwind | Dutch: zwind,swīþ
English: -en | German: -en | Dutch: -en,-en
English: neb | German: Nippel | Dutch: nippel | Swedish: näbb,nebb
English: light | German: licht | Dutch: licht,lēoht
English: full | German: weihen | Dutch: wijden | Swedish: viga,fulwian
English: lustsome | German: lustsam,*lustsum
English: meatless | Swedish: matlös,metelēas
English: ickle | Dutch: jeukel | Swedish: jökel,ġiċel
German: Weh | Dutch: wee,wēa
German: Antrieb | Swedish: drev,drif
English: make | German: Macker | Dutch: makker | Swedish: make,ġemaca
English: fare | German: Fahr,faru
English: cod | Dutch: kodde | Swedish: kudde,*codda
English: -th | German: -de | Dutch: -t | Swedish: -d,-þ
English: right | German: Gericht | Dutch: gerecht,ġerihte
English: bridge | German: Brücke | Dutch: brug | Swedish: brygga,bryċġ
English: drib | German: treffen | Dutch: treffen | Swedish: träffa,drepan
English: wet | Swedish: väta,wǣtan
English: lap | Dutch: labben | Swedish: lapa,lapian
English: corn | German: Korn | Dutch: koren | Swedish: korn,corn
English: meal | German: Mehl | Dutch: meel | Swedish: mjöl,melu
English: houseless | German: hauslos | Dutch: huisloos | Swedish: huslös,*hūslēas
English: kettle | German: Kessel | Dutch: ketel | Swedish: kætil,ċietel
English: first | Swedish: först,fyrst
German: Maut | Swedish: muta,mōt
German: hinter | Dutch: hinder,hinder
English: dough | German: Teig | Dutch: deeg | Swedish: deg,dāg
English: strew | German: streuen | Dutch: strooien | Swedish: strö,strēġan
English: callow | German: kahl | Dutch: kaal | Swedish: kal,calu
English: night | German: nachten | Dutch: nachten,*neahtian
English: shoe | German: Schuh | Dutch: schoen | Swedish: sko,sċōh
German: feucht | Dutch: vocht | Swedish: fukt,fūht
English: Geat | Swedish: göt,Gēat
English: mire | Dutch: mier | Swedish: myra,*mīere
English: mesh | German: Masche | Dutch: maas | Swedish: maska,mæsċre
English: twifold | German: zwiefalt | Dutch: tweevoud | Swedish: tvåfaldig,twifeald
English: sorrow | German: sorgen | Dutch: zorgen | Swedish: sörja,sorgian
English: nicker | Swedish: näck,nicor
English: lore | German: Lehre | Dutch: leer | Swedish: lära,lār
English: rise | German: Reis | Dutch: rijs | Swedish: ris,hrīs
English: file | Dutch: vuilen,fȳlan
English: lay | Dutch: lag | Swedish: lag,*læġ
English: dwale | Dutch: dwalen,dwalian
English: swain | German: Schwein | Swedish: sven,swān
English: stoke | German: stochen | Dutch: stoken,*stocian
German: rasen | Dutch: razen,rǣsan
English: wharve | German: werben | Dutch: werven | Swedish: värva,hweorfan
English: wile | Swedish: väl,wīl
